,time,t,fricv,shtfl,sp,u10,v10
0,2021-02-01 00:00:00,266.7376,0.03,-1.0,100490.0,-0.9722481,0.10911751
1,2021-02-01 02:00:00,265.6576,0.04,-3.0,100380.0,-0.70043373,-1.2118177
2,2021-02-01 03:00:00,266.2256,0.02,-1.0,100340.0,-0.7234745,0.4392748
3,2021-02-01 04:00:00,267.2052,0.02,0.0,100270.0,0.663887,-0.27150154
4,2021-02-01 05:00:00,266.80756,0.02,0.0,100230.0,-0.2796421,-0.53724194
5,2021-02-01 06:00:00,266.6776,0.01,0.0,100140.0,0.11063957,-0.22108269
6,2021-02-01 07:00:00,266.6774,0.02,0.0,100160.0,-0.16843796,-0.7140846
7,2021-02-01 08:00:00,266.99957,0.18,-6.0,100030.0,-1.7380371,-1.233799
8,2021-02-01 09:00:00,267.18527,0.12,-4.0,99990.0,-0.98685455,-1.2377119
9,2021-02-01 10:00:00,267.1832,0.13,-5.0,99970.0,-1.0136776,-1.3813496
10,2021-02-01 11:00:00,267.49622,0.21,-13.0,99860.0,-1.4987946,-1.9629917
11,2021-02-01 12:00:00,267.88507,0.21,-6.0,99900.0,-0.74783325,-2.2924767
12,2021-02-01 13:00:00,268.08987,0.19,-10.0,99870.0,-1.8556023,-1.4104004
13,2021-02-01 14:00:00,268.93607,0.2,1.0,99790.0,-1.1893673,-1.899025
14,2021-02-01 15:00:00,269.45798,0.39,23.0,99740.0,-1.4259834,-3.8761063
15,2021-02-01 16:00:00,270.12115,0.39,57.0,99650.0,-1.946392,-3.5259113
16,2021-02-01 17:00:00,270.35382,0.37,49.0,99550.0,-1.4423637,-3.5070763
17,2021-02-01 18:00:00,270.4992,0.47,50.0,99400.0,-1.6043949,-4.6178856
18,2021-02-01 19:00:00,270.42017,0.43,28.0,99300.0,-1.2001762,-4.2773438
19,2021-02-01 20:00:00,271.08917,0.36,22.0,99280.0,-0.73802185,-3.7075233
20,2021-02-01 21:00:00,270.62994,0.49,10.0,99160.0,-0.48880005,-5.1414948
21,2021-02-01 22:00:00,270.05246,0.57,-19.0,99120.0,-1.3862553,-5.989887
22,2021-02-01 23:00:00,270.462,0.6,-36.0,98990.0,-1.6752014,-6.319229
23,2021-02-02 00:00:00,271.29266,0.63,-28.0,98870.0,-1.7101955,-6.5105457
24,2021-02-02 01:00:00,271.7697,0.63,-20.0,98770.0,0.013320923,-6.743391
25,2021-02-02 02:00:00,271.79565,0.59,-27.0,98740.0,-0.072668076,-6.369417
26,2021-02-02 03:00:00,271.95895,0.6,-20.0,98640.0,-0.18787384,-6.387018
27,2021-02-02 04:00:00,271.92792,0.53,-22.0,98530.0,0.29784012,-5.6901226
28,2021-02-02 05:00:00,272.10718,0.45,-19.0,98420.0,0.101493835,-4.8190746
29,2021-02-02 06:00:00,271.93066,0.52,-26.0,98350.0,-0.49948502,-5.5788307
30,2021-02-02 07:00:00,271.96262,0.49,-27.0,98290.0,-0.8536205,-5.271223
31,2021-02-02 08:00:00,271.76996,0.49,-33.0,98260.0,-0.59077644,-5.223631
32,2021-02-02 09:00:00,271.87192,0.43,-30.0,98210.0,-0.42967224,-4.635763
33,2021-02-02 10:00:00,271.83936,0.44,-30.0,98160.0,0.6058712,-4.7425575
34,2021-02-02 11:00:00,271.75275,0.45,-25.0,98100.0,0.6189232,-4.803335
35,2021-02-02 12:00:00,271.9709,0.43,-25.0,98150.0,0.7807312,-4.5957355
36,2021-02-02 13:00:00,271.76953,0.46,-20.0,98020.0,1.0733261,-4.7951374
37,2021-02-02 14:00:00,271.84027,0.41,-20.0,97980.0,1.3217621,-4.323509
38,2021-02-02 15:00:00,272.4187,0.37,-14.0,97960.0,1.4444313,-3.7190914
39,2021-02-02 16:00:00,272.7428,0.42,4.0,97920.0,2.2517643,-3.863165
40,2021-02-02 17:00:00,272.47525,0.52,18.0,97840.0,2.410677,-4.923502
41,2021-02-02 18:00:00,271.87744,0.56,13.0,97800.0,2.4998055,-5.4474735
42,2021-02-02 19:00:00,271.81284,0.56,7.0,97710.0,2.994379,-5.071909
43,2021-02-02 20:00:00,271.30902,0.52,-14.0,97680.0,2.7308922,-4.785988
