,time,t,fricv,shtfl,sp,u10,v10
0,2020-12-01 00:00:00,282.21753,0.01,0.0,95180.0,0.16457939,0.081373215
1,2020-12-01 01:00:00,280.70758,0.03,-2.0,95260.0,1.2646656,-0.27036858
2,2020-12-01 02:00:00,281.12262,0.17,2.0,95330.0,1.8015327,-0.82377815
3,2020-12-01 03:00:00,280.52936,0.17,6.0,95400.0,1.7304916,-0.45232773
4,2020-12-01 04:00:00,280.00323,0.13,13.0,95440.0,1.1721764,-0.3476658
5,2020-12-01 05:00:00,279.67157,0.17,8.0,95460.0,1.709712,-0.49280167
6,2020-12-01 06:00:00,279.4513,0.16,10.0,95450.0,1.5963306,-0.22580528
7,2020-12-01 07:00:00,279.27185,0.11,7.0,95480.0,1.0759449,-0.22190857
8,2020-12-01 08:00:00,279.01828,0.1,0.0,95480.0,0.71294594,-0.6237335
9,2020-12-01 09:00:00,278.65225,0.11,10.0,95450.0,1.0173073,-0.24106407
10,2020-12-01 10:00:00,278.5235,0.03,0.0,95450.0,-0.5083313,0.58374023
11,2020-12-01 11:00:00,278.00458,0.14,-12.0,95440.0,-1.2672253,2.1374626
12,2020-12-01 12:00:00,277.58722,0.22,-20.0,95470.0,-0.22692871,3.2693634
13,2020-12-01 13:00:00,277.8623,0.3,-7.0,95520.0,0.00617218,3.5223236
14,2020-12-01 14:00:00,278.37097,0.36,28.0,95560.0,-0.43670082,3.8675995
15,2020-12-01 15:00:00,278.83148,0.35,50.0,95580.0,-0.80482674,3.6696796
16,2020-12-01 16:00:00,278.36218,0.39,40.0,95560.0,-0.06977272,4.183817
17,2020-12-01 17:00:00,277.92554,0.31,40.0,95520.0,1.5757484,2.9951801
18,2020-12-01 18:00:00,277.62238,0.35,20.0,95600.0,2.8000288,2.6957855
19,2020-12-01 19:00:00,278.36206,0.33,70.0,95690.0,2.0604048,2.6548138
20,2020-12-01 20:00:00,277.0329,0.36,68.0,95680.0,1.8558722,3.3328514
21,2020-12-01 21:00:00,275.2323,0.29,20.0,95790.0,2.190813,2.195921
22,2020-12-01 22:00:00,273.67285,0.24,-10.0,95840.0,1.4340181,2.6002083
23,2020-12-01 23:00:00,273.14777,0.15,-10.0,95910.0,0.15936852,2.3508892
24,2020-12-02 00:00:00,273.4328,0.35,-8.0,95980.0,0.7539997,3.992014
25,2020-12-02 01:00:00,273.10477,0.27,-10.0,96020.0,0.8035927,3.0419788
26,2020-12-02 02:00:00,272.82428,0.31,-21.0,96070.0,1.7700539,3.3325272
27,2020-12-02 03:00:00,272.92892,0.3,-11.0,96120.0,0.833992,3.4192734
28,2020-12-02 04:00:00,272.9154,0.34,-10.0,96170.0,0.84729576,3.9228115
29,2020-12-02 05:00:00,272.96347,0.32,-10.0,96200.0,1.2823105,3.5133228
30,2020-12-02 06:00:00,272.9154,0.26,0.0,96210.0,0.9298115,2.9274635
31,2020-12-02 07:00:00,272.9191,0.34,0.0,96310.0,1.4185734,3.6250706
32,2020-12-02 08:00:00,272.6396,0.26,0.0,96360.0,1.4559135,2.775589
33,2020-12-02 09:00:00,272.35156,0.24,-10.0,96420.0,2.4104424,1.834055
34,2020-12-02 10:00:00,272.12604,0.19,0.0,96490.0,1.8462448,1.3487587
35,2020-12-02 11:00:00,271.42145,0.22,-20.0,96570.0,2.6539383,1.3364716
36,2020-12-02 12:00:00,271.19717,0.37,-26.0,96040.0,4.116024,0.0309124
37,2020-12-02 13:00:00,271.34955,0.28,-10.0,96100.0,2.701048,1.4466648
38,2020-12-02 14:00:00,272.11298,0.45,20.0,96180.0,4.6853065,1.0495129
39,2020-12-02 15:00:00,271.3434,0.46,-24.0,96230.0,4.881199,1.1945782
40,2020-12-02 16:00:00,272.0659,0.56,-20.0,96310.0,6.0127525,0.54086304
41,2020-12-02 17:00:00,272.35645,0.51,-10.0,96330.0,5.490614,0.6994114
42,2020-12-02 18:00:00,272.96625,0.55,0.0,96370.0,5.9285774,-0.0065612793
43,2020-12-02 19:00:00,273.90656,0.59,0.0,96420.0,6.3296223,-0.41365433
44,2020-12-02 20:00:00,274.33374,0.63,-37.0,96520.0,6.7719116,-0.62519836
45,2020-12-02 21:00:00,273.58508,0.59,-86.0,96590.0,6.43886,-0.49844933
46,2020-12-02 22:00:00,272.6759,0.5,-86.0,96710.0,5.527544,-0.5380821
47,2020-12-02 23:00:00,272.8219,0.47,-67.0,96760.0,5.1110973,-1.1261578
48,2020-12-03 00:00:00,272.82697,0.52,-72.0,96820.0,5.554508,-1.3756866
49,2020-12-03 01:00:00,272.69604,0.37,-44.0,96890.0,3.9927197,-1.4854546
50,2020-12-03 02:00:00,272.67874,0.3,-37.0,96980.0,3.4427776,-0.9588585
51,2020-12-03 03:00:00,272.34637,0.09,-6.0,97010.0,1.9270744,-0.41548347
52,2020-12-03 04:00:00,272.19006,0.09,-5.0,97040.0,1.9464931,-0.13330078
53,2020-12-03 05:00:00,271.6458,0.04,-2.0,97020.0,1.2341557,-0.28990555
54,2020-12-03 06:00:00,271.4202,0.02,-1.0,97030.0,0.058624268,0.67165375
55,2020-12-03 07:00:00,271.57794,0.05,-3.0,97050.0,-0.86922646,1.2247429
56,2020-12-03 08:00:00,271.53723,0.19,-16.0,97060.0,-1.996376,1.2574806
57,2020-12-03 09:00:00,271.54227,0.21,-19.0,97040.0,-1.9806099,1.6578884
58,2020-12-03 10:00:00,269.87158,0.11,-13.0,97090.0,-2.252159,1.2365208
59,2020-12-03 11:00:00,269.30707,0.1,-13.0,97060.0,-1.9010677,1.4015427
60,2020-12-03 12:00:00,268.79358,0.06,-10.0,97040.0,-1.5294685,1.3390484
61,2020-12-03 13:00:00,268.9162,0.12,-21.0,97070.0,-2.0585556,1.508564
62,2020-12-03 14:00:00,271.34985,0.15,-10.0,97160.0,-1.8860321,0.9143448
63,2020-12-03 15:00:00,274.8172,0.28,10.0,97150.0,0.68867874,2.8303814
64,2020-12-03 16:00:00,277.26144,0.31,40.0,97090.0,1.4321957,2.8693886
65,2020-12-03 17:00:00,278.6842,0.45,30.0,97000.0,3.0820599,3.4730186
66,2020-12-03 18:00:00,279.50705,0.43,20.0,96970.0,3.4117756,3.0649605
67,2020-12-03 19:00:00,279.6618,0.41,-10.0,96940.0,2.8572063,3.3665714
68,2020-12-03 20:00:00,278.85925,0.31,-33.0,96940.0,2.2319756,2.7797146
69,2020-12-03 21:00:00,276.98737,0.01,-1.0,96920.0,-0.17965698,0.40171623
70,2020-12-03 22:00:00,273.93597,0.04,-7.0,96930.0,-1.0515919,0.75271606
71,2020-12-03 23:00:00,273.78217,0.03,-5.0,96860.0,-0.8708248,0.5509033
72,2020-12-04 00:00:00,273.58994,0.09,-16.0,96900.0,-2.5828876,0.2852993
73,2020-12-04 01:00:00,273.40646,0.08,-12.0,96870.0,-2.0964928,1.1074333
74,2020-12-04 02:00:00,273.28317,0.03,-5.0,96890.0,-0.23575974,1.0737133
75,2020-12-04 03:00:00,273.32675,0.06,-9.0,96850.0,-1.0478268,1.7121239
76,2020-12-04 04:00:00,273.59326,0.05,-7.0,96830.0,-0.192482,1.70755
77,2020-12-04 05:00:00,273.8806,0.08,-12.0,96810.0,0.33694267,2.3797035
