,time,t,fricv,shtfl,sp,u10,v10
0,2020-11-01 00:00:00,273.914,0.03,-2.0,101160.0,0.32319927,1.1446648
1,2020-11-01 01:00:00,273.05426,0.04,-2.0,101140.0,1.0453758,0.93034744
2,2020-11-01 02:00:00,272.62854,0.05,-2.0,101090.0,1.1729078,1.0896091
3,2020-11-01 03:00:00,272.56128,0.03,-1.0,101020.0,1.0878019,0.58804893
4,2020-11-01 04:00:00,272.59564,0.03,-1.0,100970.0,0.87431717,0.6845875
5,2020-11-01 05:00:00,272.62497,0.03,-1.0,100910.0,0.99995804,0.818203
6,2020-11-01 06:00:00,272.91333,0.05,-3.0,100820.0,1.2280378,1.1785755
7,2020-11-01 07:00:00,272.65363,0.05,-3.0,100770.0,1.1540661,1.3301926
8,2020-11-01 08:00:00,272.85077,0.03,-2.0,100660.0,0.83782196,0.9796543
9,2020-11-01 09:00:00,273.2787,0.04,-2.0,100560.0,1.269558,-0.60491943
10,2020-11-01 10:00:00,273.56305,0.05,-3.0,100460.0,1.4621048,-1.0534554
11,2020-11-01 11:00:00,273.4374,0.05,-5.0,100330.0,1.8951263,-0.5172119
12,2020-11-01 12:00:00,274.8932,0.05,-3.0,100210.0,1.771553,0.45238876
13,2020-11-01 13:00:00,277.35632,0.06,12.0,100140.0,0.52682304,0.06257439
14,2020-11-01 14:00:00,280.13788,0.17,18.0,99990.0,-0.30478096,2.3729439
15,2020-11-01 15:00:00,282.81396,0.31,30.0,99780.0,0.057683945,4.3768215
16,2020-11-01 16:00:00,284.2069,0.37,30.0,99620.0,-0.073005676,5.3227615
17,2020-11-01 17:00:00,283.37125,0.34,10.0,99450.0,-0.38151836,4.918392
18,2020-11-01 18:00:00,282.64227,0.26,30.0,99330.0,-0.5919552,3.5052643
19,2020-11-01 19:00:00,281.92258,0.26,0.0,99070.0,-0.8424187,3.9617596
20,2020-11-01 20:00:00,281.4778,0.15,-10.0,98990.0,-0.2794199,2.5375118
21,2020-11-01 21:00:00,281.1372,0.02,0.0,98880.0,0.69604397,0.28308678
22,2020-11-01 22:00:00,280.85828,0.09,-10.0,98740.0,1.8670044,1.4542675
23,2020-11-01 23:00:00,281.36325,0.17,-20.0,98710.0,1.7856503,2.5064812
24,2020-11-02 00:00:00,280.75635,0.17,-19.0,98750.0,2.7787876,1.2159367
25,2020-11-02 01:00:00,279.46698,0.05,-3.0,98790.0,1.5358677,0.9019089
26,2020-11-02 02:00:00,277.32904,0.1,-12.0,98800.0,1.8746166,1.7859831
27,2020-11-02 03:00:00,276.2174,0.1,-13.0,98800.0,2.2716427,1.4253683
28,2020-11-02 04:00:00,275.94086,0.22,-30.0,98810.0,3.8321056,0.18064976
29,2020-11-02 05:00:00,275.12753,0.23,-30.0,98800.0,3.880888,0.46323013
30,2020-11-02 06:00:00,274.38287,0.29,-50.0,98740.0,4.7057114,0.21910572
31,2020-11-02 07:00:00,273.9591,0.25,-40.0,98740.0,4.2143574,0.42320824
32,2020-11-02 08:00:00,273.74164,0.17,-20.0,98670.0,2.6876602,1.7628183
33,2020-11-02 09:00:00,273.43652,0.21,-30.0,98639.68,2.8280983,2.3877687
34,2020-11-02 10:00:00,273.51007,0.23,-40.0,98630.0,3.5531158,1.9606934
35,2020-11-02 11:00:00,273.89224,0.33,-60.0,98660.0,5.2866077,0.47004318
36,2020-11-02 12:00:00,274.11258,0.57,-80.0,98760.0,8.4282,-0.49001694
37,2020-11-02 13:00:00,275.32892,0.51,-10.0,98900.0,7.347269,-1.3158216
38,2020-11-02 14:00:00,276.46637,0.57,50.0,98990.0,7.9883747,-2.3617802
39,2020-11-02 15:00:00,277.6178,0.62,100.0,99050.0,8.77184,-2.1696367
40,2020-11-02 16:00:00,278.31262,0.7,130.0,99110.0,9.847559,-2.6478777
41,2020-11-02 17:00:00,278.98383,0.67,170.0,99150.0,9.344191,-2.2728462
42,2020-11-02 18:00:00,279.19037,0.64,150.0,99190.0,9.167089,-1.7189531
43,2020-11-02 19:00:00,278.85342,0.56,110.0,99230.0,7.871853,-1.6429672
44,2020-11-02 20:00:00,278.3399,0.5,30.0,99240.0,6.9254904,-2.1320534
45,2020-11-02 21:00:00,276.6816,0.44,-40.0,99290.0,6.405368,-1.471323
46,2020-11-02 22:00:00,274.67874,0.14,-20.0,99320.0,3.0126648,0.70216274
47,2020-11-02 23:00:00,273.9606,0.07,-10.0,99350.0,1.2874451,1.6790438
48,2020-11-03 00:00:00,273.60733,0.15,-20.0,99340.0,1.8034945,2.403161
49,2020-11-03 01:00:00,273.51825,0.14,-20.0,99320.0,1.5751591,2.4708052
50,2020-11-03 02:00:00,273.48877,0.13,-20.0,99250.0,0.968626,2.556697
51,2020-11-03 03:00:00,273.32385,0.13,-10.0,99190.0,0.5756111,2.5981054
52,2020-11-03 04:00:00,273.20074,0.16,-20.0,99120.0,0.8618336,2.9653902
53,2020-11-03 05:00:00,273.12643,0.23,-30.0,99040.0,1.9156694,3.4348183
54,2020-11-03 06:00:00,273.18063,0.29,-47.0,98970.0,2.55521,3.9296398
55,2020-11-03 07:00:00,273.35266,0.26,-46.0,98900.0,2.0507402,3.8347597
56,2020-11-03 08:00:00,273.57556,0.23,-44.0,98870.0,1.1045141,3.9558983
57,2020-11-03 09:00:00,273.92902,0.26,-50.0,98860.0,1.2333832,4.260791
58,2020-11-03 10:00:00,274.49237,0.2,-50.0,98920.0,1.9279165,3.4564228
59,2020-11-03 11:00:00,274.96387,0.12,-22.0,99000.0,1.69281,2.521123
60,2020-11-03 12:00:00,275.65485,0.12,-21.0,99130.0,1.6353416,2.4636822
61,2020-11-03 13:00:00,278.77472,0.15,-3.0,99280.0,0.69461155,2.0309858
62,2020-11-03 14:00:00,279.84967,0.09,0.0,99450.0,1.8491955,0.098921776
63,2020-11-03 15:00:00,282.37042,0.33,50.0,99550.0,4.3717594,-1.6405602
64,2020-11-03 16:00:00,283.74127,0.44,100.0,99650.0,5.6807632,-2.4372768
65,2020-11-03 17:00:00,284.28033,0.48,100.0,99680.0,6.38811,-2.540617
66,2020-11-03 18:00:00,284.19098,0.43,70.0,99750.0,5.489585,-2.63385
67,2020-11-03 19:00:00,283.92636,0.39,50.0,99850.0,5.1848574,-2.0292406
68,2020-11-03 20:00:00,282.61798,0.31,0.0,100000.0,4.430464,-1.2746315
69,2020-11-03 21:00:00,280.82217,0.25,-30.0,100110.0,3.7665062,-1.2600527
70,2020-11-03 22:00:00,279.2779,0.06,0.0,100210.0,2.0741282,-0.035360336
71,2020-11-03 23:00:00,278.35156,0.02,0.0,100360.0,0.653327,0.081386566
72,2020-11-04 00:00:00,277.7295,0.02,-1.0,100470.0,-0.8443823,-0.043022156
73,2020-11-04 01:00:00,276.91473,0.01,0.0,100560.0,-0.47234917,-0.2869215
74,2020-11-04 02:00:00,276.274,0.03,-1.0,100660.0,0.37796783,-1.0695744
75,2020-11-04 03:00:00,275.44745,0.05,-2.0,100740.0,1.0918283,-1.1289291
76,2020-11-04 04:00:00,274.8186,0.04,-1.0,100800.0,0.7044935,-1.142026
77,2020-11-04 05:00:00,274.008,0.02,-1.0,100870.0,0.3886757,-0.822135
78,2020-11-04 06:00:00,273.41394,0.04,-1.0,100920.0,0.2461071,-1.347559
79,2020-11-04 07:00:00,272.87164,0.1,-6.0,100980.0,1.4469461,-1.5122032
80,2020-11-04 08:00:00,272.33453,0.1,-7.0,101010.0,1.530469,-1.5511074
81,2020-11-04 09:00:00,272.1372,0.1,-8.0,101050.0,1.6001482,-1.5207176
82,2020-11-04 10:00:00,271.9025,0.07,-3.0,101110.0,1.4939117,-0.9535847
83,2020-11-04 11:00:00,271.94147,0.04,-2.0,101110.0,1.4175434,-0.51861286
84,2020-11-04 12:00:00,271.68036,0.06,-3.0,101130.0,1.5413179,-0.9202862
85,2020-11-04 13:00:00,274.99094,0.13,15.0,101230.0,1.1721239,-1.2147436
86,2020-11-04 14:00:00,279.18158,0.07,42.0,101270.0,0.24652672,-0.4964018
87,2020-11-04 15:00:00,282.9995,0.06,45.0,101240.0,-0.33510208,0.3262434
88,2020-11-04 16:00:00,286.2633,0.1,70.0,101210.0,-0.18100739,0.88046455
89,2020-11-04 17:00:00,288.75107,0.21,70.0,101130.0,0.09075546,2.7463865
90,2020-11-04 18:00:00,289.9147,0.26,50.0,101070.0,0.7782116,3.520033
91,2020-11-04 19:00:00,289.63953,0.25,10.0,101030.0,0.47179222,3.6747742
92,2020-11-04 20:00:00,288.55283,0.21,-20.0,101010.0,0.028312683,3.3818893
93,2020-11-04 21:00:00,287.01144,0.11,-10.0,101010.0,-0.038368225,2.6684494
94,2020-11-04 22:00:00,283.8631,0.04,-7.0,101020.0,0.58899593,1.635438
95,2020-11-04 23:00:00,282.59772,0.07,-8.0,101060.0,1.9295349,1.430377
96,2020-11-05 00:00:00,281.7799,0.09,-13.0,101090.0,1.6042366,2.030529
97,2020-11-05 01:00:00,281.00714,0.1,-13.0,101100.0,2.1690388,1.4266825
98,2020-11-05 02:00:00,280.2406,0.07,-6.0,101140.0,1.794858,1.2435474
99,2020-11-05 03:00:00,279.50732,0.04,-3.0,101160.0,1.3753633,0.60883904
100,2020-11-05 04:00:00,278.68552,0.04,-3.0,101170.0,1.1904917,0.84490776
101,2020-11-05 05:00:00,277.95825,0.04,-3.0,101180.0,1.1149311,1.0655584
102,2020-11-05 06:00:00,277.47595,0.04,-3.0,101150.0,1.0795059,1.3728285
103,2020-11-05 07:00:00,277.01917,0.05,-3.0,101140.0,1.3155823,1.2747736
104,2020-11-05 08:00:00,276.53787,0.05,0.0,101120.0,1.5024462,1.1954651
105,2020-11-05 09:00:00,276.3899,0.08,-10.0,101120.0,1.8241634,1.3460398
106,2020-11-05 10:00:00,276.21808,0.07,0.0,101120.0,1.2868671,1.3173847
107,2020-11-05 11:00:00,275.41345,0.04,0.0,101100.0,0.9080143,1.116415
108,2020-11-05 12:00:00,275.3147,0.05,0.0,101110.0,0.98475075,1.5369549
109,2020-11-05 13:00:00,278.5247,0.1,9.0,101140.0,0.7250862,1.07201
110,2020-11-05 14:00:00,282.9813,0.19,20.0,101120.0,0.766613,2.4875984
111,2020-11-05 15:00:00,286.98334,0.28,40.0,101070.0,1.339138,3.6287422
112,2020-11-05 16:00:00,289.9636,0.33,41.0,101010.0,1.408926,4.4034653
113,2020-11-05 17:00:00,291.59695,0.37,37.0,100910.0,2.0446491,4.8082657
114,2020-11-05 18:00:00,292.15527,0.36,30.0,100830.0,1.7474213,4.820381
115,2020-11-05 19:00:00,291.80713,0.3,0.0,100790.0,1.6694946,4.0612545
116,2020-11-05 20:00:00,290.65533,0.25,-30.0,100770.0,1.1231079,3.735838
117,2020-11-05 21:00:00,288.85226,0.12,-20.0,100750.0,0.99440193,2.6931362
118,2020-11-05 22:00:00,285.86655,0.07,-10.0,100770.0,1.2595482,2.204115
119,2020-11-05 23:00:00,284.72183,0.1,-14.0,100810.0,1.6790638,1.9392719
120,2020-11-06 00:00:00,283.9052,0.08,-9.0,100830.0,1.6554604,1.3958321
121,2020-11-06 01:00:00,283.12936,0.09,-9.0,100830.0,1.6046915,1.6259727
122,2020-11-06 02:00:00,282.45303,0.06,-4.0,100810.0,1.2230797,1.3691311
123,2020-11-06 03:00:00,281.61295,0.04,-2.0,100800.0,0.7931442,1.3793507
124,2020-11-06 04:00:00,280.96942,0.06,-3.0,100790.0,1.2460041,1.2566738
125,2020-11-06 05:00:00,280.7188,0.08,-5.0,100770.0,1.1868706,1.7155685
126,2020-11-06 06:00:00,280.4705,0.07,-3.0,100740.0,1.4689484,1.1920776
127,2020-11-06 07:00:00,279.69366,0.05,-3.0,100720.0,1.1494122,1.5772038
128,2020-11-06 08:00:00,279.35162,0.05,-3.0,100700.0,0.39966202,1.8478165
129,2020-11-06 09:00:00,278.6022,0.12,-9.0,100690.0,-0.0634346,2.5557098
130,2020-11-06 10:00:00,278.44412,0.07,-5.0,100670.0,1.1013756,1.6869335
131,2020-11-06 11:00:00,278.37833,0.07,-7.0,100670.0,1.7708073,1.403017
132,2020-11-06 12:00:00,278.79007,0.09,-10.0,100690.0,1.4973545,1.8391304
133,2020-11-06 13:00:00,281.12726,0.15,16.0,100720.0,0.8522196,1.7384586
134,2020-11-06 14:00:00,284.72504,0.15,24.0,100710.0,1.0841999,1.6729641
135,2020-11-06 15:00:00,288.71124,0.18,29.0,100650.0,0.7764864,2.33008
136,2020-11-06 16:00:00,291.7666,0.25,37.0,100570.0,1.6621122,2.9324589
137,2020-11-06 17:00:00,293.7194,0.24,30.0,100490.0,0.85690784,3.0441551
138,2020-11-06 18:00:00,294.14966,0.25,20.0,100430.0,1.0028753,3.2882347
139,2020-11-06 19:00:00,293.90363,0.25,-3.0,100370.0,1.1549387,3.4179707
140,2020-11-06 20:00:00,292.62732,0.18,-19.0,100340.0,1.1059046,2.799982
141,2020-11-06 21:00:00,290.85727,0.14,-20.0,100350.0,0.7091484,3.0017338
142,2020-11-06 22:00:00,287.70505,0.08,-10.0,100360.0,1.0201006,2.511139
143,2020-11-06 23:00:00,286.4272,0.14,-25.0,100410.0,2.2083101,2.112175
144,2020-11-07 00:00:00,285.3261,0.09,-10.0,100430.0,2.0664043,1.4425087
145,2020-11-07 01:00:00,284.2273,0.06,-6.0,100470.0,1.669632,1.3435078
146,2020-11-07 02:00:00,283.41852,0.07,-7.0,100490.0,2.0128927,1.1930428
147,2020-11-07 03:00:00,282.4777,0.06,-6.0,100490.0,1.8520174,1.4219856
148,2020-11-07 04:00:00,281.67065,0.05,-5.0,100480.0,1.6286287,1.301918
149,2020-11-07 05:00:00,281.11255,0.05,-5.0,100490.0,1.477169,1.4605637
150,2020-11-07 06:00:00,280.25433,0.06,-5.0,100500.0,1.4326763,1.6425762
151,2020-11-07 07:00:00,279.6129,0.06,-4.0,100530.0,1.0480537,1.9435177
152,2020-11-07 08:00:00,279.10822,0.1,-12.0,100520.0,1.2894201,2.3652077
153,2020-11-07 09:00:00,278.8097,0.11,-13.0,100540.0,1.241993,2.4424286
154,2020-11-07 10:00:00,278.5125,0.1,-13.0,100540.0,1.4929619,2.237814
155,2020-11-07 11:00:00,278.35266,0.11,-15.0,100570.0,1.8435078,2.1957188
156,2020-11-07 12:00:00,278.2779,0.1,-13.0,100640.0,1.6281452,2.1547203
157,2020-11-07 13:00:00,281.74402,0.1,0.0,100720.0,0.99221516,1.3311539
158,2020-11-07 14:00:00,286.45563,0.14,7.0,100730.0,1.4237432,1.302269
159,2020-11-07 15:00:00,290.81702,0.15,20.0,100710.0,1.7063522,0.9485855
160,2020-11-07 16:00:00,293.77856,0.13,32.0,100690.0,1.1084538,1.0739231
161,2020-11-07 17:00:00,295.29102,0.14,34.0,100600.0,1.2027664,1.2041779
162,2020-11-07 18:00:00,295.85306,0.15,23.0,100520.0,1.3202896,1.4484062
